The base currency: U.S. dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA,,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA
,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,,S_AUS,S_CAN,S_DEN,S_GBR,S_JPN,S_KOR,S_NOR,S_SWE,S_CHE,S_AUT,S_BEL,S_FRA,S_GER,S_ESP,S_ITA,S_FIN,S_NET,S_USA
1987.1,0.3491320348,0.2662796662,1.9194928357,-0.4731237566,4.9822358196,6.7415826239,1.920152684,1.8448261902,0.4094571294,2.5401836653,3.621403289,1.7939237921,0.5906159919,4.8445019975,7.1600148161,1.4897530695,0.7119689348,0,1987.1,1.4178363817,1.3051,6.8175,0.6230529595,145.8,846.9,6.822,6.327,1.506,12.682,37.39,6.013,1.8051,127.04,1286.93,4.436,2.038,1
1987.2,0.3280874871,0.2860807911,1.9386697145,-0.476234179,4.9904325868,6.6956753,1.90434383,1.8544212304,0.4187103349,2.5548213185,3.6372571582,1.8091900043,0.6042613206,4.8421377439,7.1902464017,1.4938025688,0.722220428,0,1987.2,1.3883104262,1.3312,6.9495,0.6211180124,147,808.9,6.715,6.388,1.52,12.869,37.9875,6.1055,1.8299,126.74,1326.43,4.454,2.059,1
1987.3,0.3293377477,0.2693398782,1.9547990965,-0.4883959488,4.9860010131,6.6918355728,1.9034499086,1.8622955937,0.4246139269,2.5600141223,3.6413946875,1.8112352457,0.6088412315,4.8035373212,7.1900579081,1.4843281014,0.7260982807,0,1987.3,1.3900472616,1.3091,7.0625,0.6136098668,146.35,805.8,6.709,6.4385,1.529,12.936,38.145,6.118,1.8383,121.941,1326.18,4.412,2.067,1
1987.4,0.325037859,0.2622104065,1.807714836,-0.6267402484,4.8162411561,6.674940108,1.8297775364,1.7660997224,0.245296356,2.4203681287,3.5011181286,1.675225653,0.4583737638,4.6913478822,7.0641177966,1.3727024076,0.5752078827,0,1987.4,1.384083045,1.2998,6.0965,0.5343307507,123.5,792.3,6.2325,5.848,1.278,11.25,33.1525,5.34,1.5815,109,1169.25,3.946,1.7775,1
1988.1,0.3027280307,0.2103419595,1.8574691793,-0.6311653882,4.8315086282,6.6149936608,1.8389610707,1.771216568,0.3137152495,2.4562499405,3.5473878918,1.7272209481,0.5063958267,4.7134235134,7.1155008881,1.384793235,0.6221880916,0,1988.1,1.3535462913,1.2341,6.4075,0.5319714863,125.4,746.2,6.29,5.878,1.3685,11.661,34.7225,5.625,1.6593,111.433,1230.9,3.994,1.863,1
1988.2,0.2306718177,0.1928492787,1.9327525375,-0.53608393,4.8858276435,6.5907130512,1.8897932095,1.833141307,0.4117784702,2.5510844516,3.6418533581,1.815150422,0.5994407141,4.8000212529,7.2091775215,1.4646433275,0.7202758479,0,1988.2,1.2594458438,1.2127,6.9085,0.5850348096,132.4,728.3,6.618,6.2535,1.5095,12.821,38.1625,6.142,1.8211,121.513,1351.78,4.326,2.055,1
1988.3,0.2447503051,0.1964709799,1.9757463053,-0.5220622557,4.9019358772,6.5778613577,1.9349936373,1.8615964288,0.4634195014,2.5817308344,3.6736389047,1.8555946181,0.6311653882,4.8221588347,7.2444417784,1.4881738249,0.7504722472,0,1988.3,1.2773023375,1.2171,7.212,0.5932957579,134.55,719,6.924,6.434,1.5895,13.22,39.395,6.3955,1.8798,124.233,1400.3,4.429,2.118,1
1988.4,0.1560691856,0.1762196446,1.9277461784,-0.593050564,4.8350907216,6.5281041058,1.8825138325,1.8175896459,0.4081282255,2.530915171,3.6201990338,1.80154477,0.5767818894,4.7313622112,7.1745481841,1.4276761989,0.6928971493,0,1988.4,1.1689070719,1.1927,6.874,0.5526388505,125.85,684.1,6.57,6.157,1.504,12.565,37.345,6.059,1.7803,113.45,1305.77,4.169,1.9995,1
1989.1,0.1991829139,0.1766387737,1.9966032634,-0.5240182176,4.8831806387,6.5101095199,1.9277461784,1.8601188067,0.5068176024,2.5890414145,3.6794602322,1.8554382459,0.6380043811,4.7693107998,7.2357127966,1.4466836611,0.7584666467,0,1989.1,1.2204051745,1.1932,7.364,0.5921364282,132.05,671.9,6.874,6.4245,1.66,13.317,39.625,6.3945,1.8927,117.838,1388.13,4.249,2.135,1
1989.2,0.2806402577,0.1809038857,2.0272267702,-0.4383839549,4.970507503,6.503089851,1.9659928492,1.8942408441,0.514618422,2.6212569821,3.7113745319,1.8925093723,0.6691106027,4.8229232346,7.2532934385,1.4825132189,0.7893660383,0,1989.2,1.3239772276,1.1983,7.593,0.6450780544,144.1,667.2,7.142,6.6475,1.673,13.753,40.91,6.636,1.9525,124.328,1412.75,4.404,2.202,1
1989.3,0.2530874277,0.1640727217,1.986503546,-0.4856308851,4.9366298808,6.5072777124,1.9305064039,1.8577032525,0.4811908186,2.5764978014,3.6704608686,1.8461687373,0.6250289265,4.7785687174,7.2190781916,1.4518479919,0.7466879475,0,1989.3,1.2879958784,1.1783,7.29,0.6153088851,139.3,670,6.893,6.409,1.618,13.151,39.27,6.3355,1.8683,118.934,1365.23,4.271,2.11,1
1989.4,0.2323104391,0.1465216527,1.8882053675,-0.4734352345,4.9659865424,6.5215043898,1.8893397976,1.8288946759,0.4359943131,2.4693699106,3.5768299503,1.7557868088,0.5293332953,4.6979316661,7.1471658028,1.4009366379,0.6499786852,0,1989.4,1.2615112905,1.1578,6.6075,0.6228589225,143.45,679.6,6.615,6.227,1.5465,11.815,35.76,5.788,1.6978,109.72,1270.5,4.059,1.9155,1
1990.1,0.2820976942,0.1571746744,1.8669442424,-0.4964021031,5.05751888,6.554075844,1.8808381523,1.8124603858,0.4031290483,2.4786370368,3.5570608795,1.7401152361,0.5273286959,4.6872108963,7.130242615,1.3867942362,0.646055573,0,1990.1,1.3259082471,1.1702,6.4685,0.6087168249,157.2,702.1,6.559,6.1255,1.4965,11.925,35.06,5.698,1.6944,108.55,1249.18,4.002,1.908,1
1990.2,0.2369889581,0.1536648475,1.8497925005,-0.5549190613,5.0297841129,6.573680167,1.8595738688,1.7985861146,0.3488947566,2.4644488079,3.5362380514,1.7245507195,0.5137214269,4.6304479932,7.1117567848,1.3663467233,0.6318035503,0,1990.2,1.2674271229,1.1661,6.3585,0.5741187278,152.9,716,6.421,6.0411,1.4175,11.757,34.3375,5.61,1.6715,102.56,1226.3,3.921,1.881,1
1990.3,0.1905553617,0.1453982027,1.7885877781,-0.6278083393,4.9258033586,6.5693411581,1.8025345424,1.7516316781,0.2615947377,2.3984405786,3.4732854581,1.6556533362,0.4473105787,4.5846817236,7.0653058868,1.3134548149,0.5678673641,0,1990.3,1.2099213551,1.1565,5.981,0.5337603416,137.8,712.9,6.065,5.764,1.299,11.006,32.2425,5.2365,1.5641,97.972,1170.64,3.719,1.7645,1
1990.4,0.2570882074,0.1486785924,1.7537114016,-0.6564831962,4.9008204281,6.5742386702,1.7762227301,1.7401152361,0.258896721,2.3680918952,3.433422529,1.6349107084,0.4014570867,4.5737723938,7.0301056463,1.29033397,0.5247285289,0,1990.4,1.2931591879,1.1603,5.776,0.5186721992,134.4,716.4,5.9075,5.698,1.2955,10.677,30.9825,5.129,1.494,96.909,1130.15,3.634,1.69,1
1991.1,0.2546342184,0.147298687,1.8660936063,-0.5512955563,4.9487598904,6.5857577761,1.8791596595,1.8067301802,0.3784364357,2.490060015,3.5636704768,1.7606127402,0.5405785819,4.6633070099,7.1444150729,1.3989637642,0.6595386894,0,1991.1,1.2899896801,1.1587,6.463,0.5762028234,141,724.7,6.548,6.0905,1.46,12.062,35.2925,5.816,1.717,105.986,1267.01,4.051,1.9339,1
1991.2,0.263835346,0.1327811112,1.948763218,-0.4833516468,4.9265287848,6.5835475252,1.9555775545,1.8788541761,0.4446858213,2.5460017491,3.6204667714,1.8155573727,0.5944312076,4.7318468888,7.2062660093,1.4548871526,0.7135868598,0,1991.2,1.3019138133,1.142,7.02,0.6167129201,137.9,723.1,7.068,6.546,1.56,12.756,37.355,6.1445,1.812,113.505,1347.85,4.284,2.0413,1
1991.3,0.2237687467,0.1236325604,1.8578592709,-0.5610433399,4.8892206722,6.6086751616,1.8725864846,1.802864249,0.3712186694,2.4596743082,3.5336865647,1.7345716432,0.5086833307,4.6567849287,7.1271317437,1.3984699371,0.6278617139,0,1991.3,1.2507817386,1.1316,6.41,0.5706134094,132.85,741.5,6.5051,6.067,1.4495,11.701,34.25,5.6665,1.6631,105.297,1245.3,4.049,1.8736,1
1991.4,0.2747000382,0.1446196896,1.7772378727,-0.6263126924,4.8299124587,6.6343705112,1.7872493138,1.7100973955,0.30417039,2.3692151753,3.4426591715,1.6448050563,0.4160752872,4.5714892996,7.0484385359,1.4190035355,0.5367272613,0,1991.4,1.3161358252,1.1556,5.9135,0.5345592559,125.2,760.8,5.973,5.5295,1.3555,10.689,31.27,5.18,1.516,96.688,1151.06,4.133,1.7104,1
1992.1,0.2634448481,0.17386927,1.8519918573,-0.5534252374,4.8918517581,6.6529920533,1.8634908099,1.7879187698,0.4044646078,2.4480697597,3.5201649007,1.7169461201,0.4963412296,4.6426489983,7.1220195257,1.5002924652,0.6145908677,0,1992.1,1.301405518,1.1899,6.3725,0.5749770009,133.2,775.1,6.4462,5.977,1.4985,11.566,33.79,5.5675,1.6427,103.819,1238.95,4.483,1.8489,1
1992.2,0.2892833538,0.1797348809,1.7684908423,-0.6408007002,4.8323057586,6.672286078,1.7872493138,1.7070545213,0.320270262,2.3747196908,3.4468078929,1.6355928699,0.4233050262,4.5684232106,7.0517863565,1.4238309646,0.5428474098,0,1992.2,1.3354700855,1.1969,5.862,0.5268703899,125.5,790.2,5.973,5.5127,1.3775,10.748,31.4,5.1325,1.527,96.392,1154.92,4.153,1.7209,1
1992.3,0.3368723166,0.2215422699,1.6986385579,-0.578129069,4.7808027546,6.66771986,1.7441436153,1.6661962463,0.2066075827,2.2935443483,3.3700506527,1.5612975371,0.3430931272,4.5953521464,7.1171892824,1.5085119938,0.4626012995,0,1992.3,1.4005602241,1.248,5.4665,0.5609468783,119.2,786.6,5.721,5.292,1.2295,9.91,29.08,4.765,1.4093,99.023,1232.98,4.52,1.5882,1
1992.4,0.3730947281,0.2398826673,1.8334610768,-0.4134332778,4.8263117346,6.6700055753,1.9350658473,1.9520342158,0.3756929498,2.4295701047,3.5019472848,1.7059292126,0.4787155698,4.7416484822,7.2936025427,1.6572752418,0.595589477,0,1992.4,1.4522218995,1.2711,6.2555,0.6613756614,124.75,788.4,6.9245,7.043,1.456,11.354,33.18,5.5065,1.614,114.623,1470.86,5.245,1.8141,1
1993.1,0.3484233677,0.2288870259,1.8239846165,-0.4077957234,4.7566028897,6.6770834612,1.9270913234,2.0471120296,0.4021262068,2.4301864376,3.50375397,1.7009043509,0.4789014262,4.747632826,7.3766520459,1.7700420098,0.5963609119,0,1993.1,1.4168319637,1.2572,6.1965,0.6651147323,116.35,794,6.8695,7.7455,1.495,11.361,33.24,5.4789,1.6143,115.311,1598.23,5.8711,1.8155,1
1993.2,0.3971993637,0.2486553405,1.8718021769,-0.4112483529,4.6704896521,6.6892260652,1.9665527596,2.0420900804,0.4117784702,2.475529488,3.5484673004,1.7395885969,0.5236628726,4.8596806127,7.3418078439,1.7341303564,0.6385325873,0,1993.2,1.4876524844,1.2823,6.5,0.6628222973,106.75,803.7,7.146,7.7067,1.5095,11.888,34.76,5.695,1.6882,128.983,1543.5,5.664,1.8937,1
1993.3,0.438039954,0.2895303633,1.878090059,-0.4125731196,4.6553879021,6.6955516677,1.9553653078,2.0845534536,0.3488947566,2.4326479773,3.553059731,1.7339537871,0.4823644189,4.8757086428,7.36653364,1.752047969,0.6004834957,0,1993.3,1.5496668216,1.3358,6.541,0.6619447938,105.15,808.8,7.0665,8.041,1.4175,11.389,34.92,5.663,1.6199,131.067,1582.14,5.7664,1.823,1
1993.4,0.3899363065,0.2806574575,1.912870295,-0.3928525701,4.7171586879,6.6946858132,2.0173001451,2.1166771127,0.3917041929,2.4967528721,3.5865698353,1.774189348,0.5459803898,4.9573329654,7.4407161016,1.7551819265,0.663151783,0,1993.4,1.4768867228,1.324,6.7725,0.6751282744,111.85,808.1,7.518,8.3035,1.4795,12.143,36.11,5.8955,1.7263,142.214,1703.97,5.7845,1.9409,1
1994.1,0.3555327394,0.3247610707,1.8869181224,-0.3935274705,4.6361842395,6.6927038976,1.987942839,2.0577070495,0.3435897044,2.4644488079,3.537329556,1.7422190237,0.5140205147,4.9227726458,7.3847841732,1.6988763417,0.6307397204,0,1994.1,1.4269406393,1.3837,6.599,0.6746727837,103.15,806.5,7.3005,7.828,1.41,11.757,34.375,5.71,1.672,137.383,1611.28,5.4678,1.879,1
1994.2,0.3159443822,0.3237487785,1.8357763546,-0.4319122781,4.5956247731,6.6914632026,1.9406822215,2.0399207835,0.2960221967,2.4183215915,3.4934726578,1.6995528019,0.4671244885,4.877180089,7.368964097,1.669667162,0.5819362512,0,1994.2,1.3715539706,1.3823,6.27,0.649266329,99.05,805.5,6.9635,7.69,1.3445,11.227,32.9,5.4715,1.5954,131.26,1585.99,5.3104,1.7895,1
1994.3,0.3020514864,0.2932664507,1.8037703819,-0.4572349556,4.5895488051,6.6832357815,1.9131655633,2.0133418025,0.2515366258,2.3883039684,3.4604092413,1.6642101483,0.4371575548,4.8542855314,7.3502271127,1.5827037172,0.5500847977,0,1994.3,1.352630867,1.3408,6.0725,0.6330315883,98.45,798.9,6.7745,7.4883,1.286,10.895,31.83,5.2815,1.5483,128.289,1556.55,4.8681,1.7334,1
1994.4,0.252572362,0.3384702393,1.8054979953,-0.4462871026,4.6025668001,6.6703860204,1.9113187043,2.0097564664,0.2711715203,2.3950731124,3.4606448403,1.6763486177,0.4374804375,4.8808226925,7.3961757719,1.5567120134,0.5510650486,0,1994.4,1.2873326468,1.4028,6.083,0.64,99.74,788.7,6.762,7.4615,1.3115,10.969,31.8375,5.346,1.5488,131.739,1629.74,4.7432,1.7351,1
1995.1,0.3174542308,0.3357576957,1.701105101,-0.4780957991,4.4925612416,6.6483366718,1.839358448,1.9977568617,0.1302384769,2.2756249114,3.3456846717,1.5787724981,0.3247610707,4.8431787042,7.4445410044,1.4669753266,0.4365761031,0,1995.1,1.3736263736,1.399,5.48,0.6199628022,89.35,771.5,6.2925,7.3725,1.1391,9.734,28.38,4.849,1.3837,126.872,1710.5,4.3361,1.5474,1
1995.2,0.3444640866,0.3172894172,1.6874169538,-0.4662465804,4.4379342666,6.6308153031,1.8199419202,1.9835499429,0.1406311297,2.2758303557,3.3489387092,1.5795970704,0.3247610707,4.7988437311,7.4022807745,1.4515904078,0.4395444218,0,1995.2,1.411233418,1.3734,5.4055,0.6273525721,84.6,758.1,6.1715,7.2685,1.151,9.736,28.4725,4.853,1.3837,121.37,1639.72,4.2699,1.552,1
1995.3,0.2810375297,0.2955014215,1.7062015809,-0.457424847,4.5880240272,6.6443104309,1.8313006438,1.9322457869,0.1343560525,2.3001822084,3.3715110713,1.592190019,0.3498114439,4.8156336841,7.3850261875,1.445199859,0.4661838431,0,1995.3,1.3245033113,1.3438,5.508,0.6329113924,98.3,768.4,6.242,6.905,1.1438,9.976,29.1225,4.9145,1.4188,123.425,1611.67,4.2427,1.5939,1
1995.4,0.2943710606,0.3113009381,1.7130769472,-0.4382549309,4.6330771392,6.6524758576,1.8435609678,1.8958491778,0.1401966305,2.3113465987,3.3815047483,1.5892352051,0.3601190063,4.799165011,7.3681630146,1.4721509049,0.4727498549,0,1995.4,1.3422818792,1.3652,5.546,0.6451612903,102.83,774.7,6.319,6.6582,1.1505,10.088,29.415,4.9,1.4335,121.409,1584.72,4.3586,1.6044,1
1996.1,0.2493591981,0.3098348771,1.7397641741,-0.4222566707,4.6660771209,6.6627494808,1.8577032525,1.9014505942,0.1741213602,2.3400735374,3.4119724548,1.6157181504,0.3891324535,4.8212891224,7.358110894,1.5331398515,0.5016839658,0,1996.1,1.2832028744,1.3632,5.696,0.6555657532,106.28,782.7,6.409,6.6956,1.1902,10.382,30.325,5.0315,1.4757,124.125,1568.87,4.6327,1.6515,1
1996.2,0.2369889581,0.311227686,1.7698546338,-0.4372867204,4.6951936886,6.6977747142,1.871879097,1.8948874947,0.2243428319,2.3706175034,3.444576105,1.6394820338,0.4199595543,4.8535915445,7.3359272896,1.5355329966,0.5354401845,0,1996.2,1.2674271229,1.3651,5.87,0.6457862448,109.42,810.6,6.5005,6.6518,1.2515,10.704,31.33,5.1525,1.5219,128.2,1534.45,4.6438,1.7082,1
1996.3,0.2326889642,0.3091010398,1.768661418,-0.4460950842,4.7092598945,6.7107666851,1.8729553579,1.8913030996,0.2286483719,2.3746266459,3.4478423895,1.6431627818,0.4231740419,4.8562868169,7.3306214401,1.5198195037,0.5387714754,0,1996.3,1.2619888945,1.3622,5.863,0.6401229036,110.97,821.2,6.5075,6.628,1.2569,10.747,31.4325,5.1715,1.5268,128.546,1526.33,4.5714,1.7139,1
1996.4,0.2275281496,0.3145187264,1.7824664223,-0.5294510879,4.7535901911,6.7383894333,1.8629166635,1.927309656,0.2974343639,2.3937046864,3.4658921406,1.6557488153,0.44134692,4.8772943595,7.333395494,1.5355545304,0.5559519414,0,1996.4,1.2554927809,1.3696,5.9445,0.5889281508,116,844.2,6.4425,6.871,1.3464,10.954,32.005,5.237,1.5548,131.275,1530.57,4.6439,1.7436,1
1997.1,0.2401625565,0.3251945967,1.8633822129,-0.4881504747,4.8206847101,6.7991673386,1.896644872,2.0268315914,0.3723908004,2.469708406,3.5473878918,1.7305044404,0.5174834114,4.9676929978,7.4248213903,1.6083773502,0.6366826436,0,1997.1,1.2714558169,1.3843,6.4455,0.6137605106,124.05,897.1,6.6635,7.59,1.4512,11.819,34.7225,5.6435,1.6778,143.695,1677.1,4.9947,1.8902,1
1997.2,0.2937001448,0.3228802831,1.8929613497,-0.5088035808,4.7397010789,6.7890843493,1.9868464228,2.0428423892,0.37761418,2.5082161926,3.583102185,1.7711655289,0.5562386633,4.992797136,7.4395886859,1.6464639113,0.6743210763,0,1997.2,1.3413816231,1.3811,6.639,0.6012144532,114.4,888.1,7.2925,7.7125,1.4588,12.283,35.985,5.8777,1.7441,147.348,1702.05,5.1886,1.9627,1
1997.3,0.3287818833,0.3235317253,1.9079857382,-0.478219784,4.7957905456,6.8187054621,1.9607987615,2.0266998304,0.3729419164,2.5205954922,3.5985443779,1.780546842,0.5684339364,5.0053279014,7.4537935945,1.6678200217,0.6880341312,0,1997.3,1.3892747986,1.382,6.7395,0.619885941,121,914.8,7.105,7.589,1.452,12.436,36.545,5.9331,1.7655,149.206,1726.4,5.3006,1.9898,1
1997.4,0.4266376733,0.3570448755,1.9207388505,-0.5030756703,4.8671497611,7.4354380198,1.9900227237,2.0639471207,0.3752120649,2.5363124378,3.6087534096,1.7897741665,0.5833881166,5.0219180702,7.4726087548,1.6902249584,0.7017104112,0,1997.4,1.5320974414,1.4291,6.826,0.6046680372,129.95,1695,7.3157,7.877,1.4553,12.633,36.92,5.9881,1.7921,151.702,1759.19,5.4207,2.0172,1
1998.1,0.4103771525,0.3482596343,1.9518212157,-0.5188533155,4.8831806387,7.2320103317,2.0305794999,2.0649622204,0.4194337573,2.5650262776,3.6404111132,1.8220461618,0.6134544117,5.0542118912,7.5062840404,1.7238196146,0.7326563137,0,1998.1,1.5073861923,1.4166,7.0415,0.5952026665,132.05,1383,7.6185,7.885,1.5211,13.001,38.1075,6.1845,1.8468,156.681,1819.44,5.6059,2.0806,1
1998.2,0.4885750148,0.3863502442,1.9302017006,-0.5084427871,4.9476954943,7.2247534058,2.0371210291,2.0742782347,0.4208790342,2.5441185094,3.6191943788,1.8111371697,0.5926083552,5.0318225832,7.4833850136,1.7034745544,0.710397534,0,1998.2,1.62999185,1.4716,6.8909,0.6014314067,140.85,1373,7.6685,7.9588,1.5233,12.732,37.3075,6.1174,1.8087,153.212,1778.25,5.493,2.0348,1
1998.3,0.5200345629,0.4225843999,1.8517564431,-0.5279776826,4.9071249177,7.2377781919,1.9996540098,2.0617866064,0.3273594121,2.4683537364,3.5426969439,1.7256908893,0.5163503344,4.9579796686,7.41194896,1.628926765,0.6359417068,0,1998.3,1.6820857864,1.5259,6.371,0.5897965202,135.25,1391,7.3865,7.86,1.3873,11.803,34.56,5.6164,1.6759,142.306,1655.65,5.0984,1.8888,1
1998.4,0.4879232305,0.4255944794,1.8541863875,-0.5089238165,4.7501359562,7.0934046259,2.0281482473,2.0870376183,0.3195440456,2.4635978888,3.5431164161,1.7267052596,0.514618422,4.9600925951,7.4104075921,1.6284559183,0.6359417068,0,1998.4,1.6289297931,1.5305,6.3865,0.6011421701,115.6,1204,7.6,8.061,1.3765,11.747,34.5745,5.6221,1.673,142.607,1653.1,5.096,1.8888,1
1999.1,0.4631471884,0.4115797091,1.935758798,-0.4771654223,4.7908195329,7.1123274447,2.0519547164,2.1162555148,0.3968951574,2.5502110711,3.6258450519,1.8094290503,0.5993186541,5.0428143885,7.497022514,1.7111773132,0.718646302,0,1999.1,1.5890672175,1.5092,6.9293,0.6205398697,120.4,1227,7.7831,8.3,1.4872,12.8098072775,37.5564469,6.10695967,1.82087773,154.905366,1802.667,5.53547463,2.05165401,1
1999.2,0.4161216883,0.3866220203,1.9746503084,-0.4541917782,4.7966166506,7.0541041753,2.0601440368,2.1347579824,0.4398665348,2.5895144116,3.6651483924,1.8487323909,0.6386219946,5.0821177291,7.5363258545,1.7504806537,0.7579496425,0,1999.2,1.5160703457,1.472,7.2041,0.6349609499,121.1,1157.6,7.8471,8.455,1.5525,13.3233003926,39.061932228,6.3517628647,1.8938693182,161.1148925924,1874.9285940479,5.7573693119,2.1338964814,1
1999.3,0.4252597354,0.3852624008,1.9407109423,-0.4986518228,4.6714259818,7.1036509558,2.049587821,2.1035242122,0.403797051,2.5574059012,3.6330398819,1.8166238804,0.6065134841,5.0500092186,7.504217344,1.7183721432,0.725841132,0,1999.3,1.5299877601,1.47,6.9637,0.607348922,106.85,1216.4,7.7647,8.195,1.4975,12.9023040141,37.8276335542,6.1510566519,1.8340258785,156.0239027997,1815.6836528711,5.575445047,2.0664685421,1
1999.4,0.4249537847,0.3669321584,2.0013178249,-0.4802014542,4.6269316778,7.0370276147,2.0843668922,2.1430030232,0.469753598,2.6171981189,3.6928320996,1.8764160981,0.6663057018,5.1098014363,7.5640095617,1.7781643609,0.7856333497,0,1999.4,1.5295197308,1.4433,7.3988,0.6186587478,102.2,1138,8.0395,8.525,1.5996,13.6972915863,40.1584187014,6.530059781,1.9470311044,165.637462018,1927.5587053812,5.9189813268,2.1937959409,1
2000.1,0.501700716,0.373974441,2.052776673,-0.4669364302,4.6620229976,7.0085051821,2.1361762547,2.1598687908,0.5121048053,2.6675159733,3.7431499541,1.9267339525,0.7166235563,5.1601192907,7.6143274162,1.8284822154,0.8359512042,0,2000.1,1.6515276631,1.4535,7.7895,0.6269199423,105.85,1106,8.467,8.67,1.6688,14.404144437,42.230805973,6.8670454795,2.04750823,174.1852330479,2027.0309519349,6.2244321379,2.30700744,1
2000.2,0.5131616836,0.3915690029,2.052776673,-0.4135655441,4.6577626361,7.0166096839,2.1477191574,2.1761711681,0.486307496,2.6672006741,3.7428346549,1.9264186533,0.7163082571,5.1598039915,7.614012117,1.8281669162,0.835635905,0,2000.2,1.6705646509,1.4793,7.7895,0.6612881894,105.4,1115,8.5653,8.8125,1.6263,14.399603538,42.2174927335,6.864880647,2.0468627541,174.1303212443,2026.3919314875,6.2224698889,2.3062801572,1
2000.3,0.6100936254,0.4101209196,2.135975455,-0.3853304257,4.6807413728,7.0166096839,2.214442167,2.2703201324,0.5515260109,2.7536050592,3.82923904,2.0128230384,0.8027126422,5.2462083766,7.7004165021,1.9145713013,0.9220402901,0,2000.3,1.840603718,1.507,8.4653,0.680225835,107.85,1115,9.1563,9.6825,1.7359,15.69912627,46.0274998181,7.4844163466,2.2315862203,189.8450810424,2209.2679649811,6.7840298685,2.5144152966,1
2000.4,0.5905905922,0.4055984326,2.0820007641,-0.4002515411,4.7440621849,7.1424320661,2.1802479531,2.2549692391,0.492559815,2.6938198825,3.7694538633,1.9530378617,0.7429274655,5.1864231999,7.6406313254,1.8547861246,0.8622551134,0,2000.4,1.8050541516,1.5002,8.0205,0.6701514542,114.9,1264.5,8.8485,9.535,1.6365,14.788056807,43.3563798576,7.0500722268,2.1020802832,178.8277764444,2081.0572261246,6.3903313695,2.3684959025,1
2001.1,0.7153927895,0.455777922,2.1367548046,-0.3545226294,4.8251086064,7.1910527531,2.2107438893,2.3430070075,0.549103585,2.745994438,3.8216284188,2.0052124173,0.795102021,5.2385977555,7.6928058809,1.9069606801,0.9144296689,0,2001.1,2.0449897751,1.5774,8.4719,0.7015082427,124.6,1327.5,9.1225,10.4125,1.7317,15.580099675,45.6785315708,7.4276714949,2.2146669278,188.4057261901,2192.5178835567,6.7325951605,2.4953516694,1
2001.2,0.6782585681,0.417196031,2.1736033351,-0.3393965281,4.8206847101,7.168194615,2.2300251528,2.3837041443,0.5852278383,2.7866662778,3.8623002586,2.045884257,0.8357738607,5.2792695952,7.7334777206,1.9476325198,0.9551015087,0,2001.2,1.9704433498,1.5177,8.7899,0.7121999858,124.05,1297.5,9.3001,10.845,1.7954,16.226833775,47.5746596201,7.735996123,2.3065983437,196.2264982201,2283.5298866719,7.0120669844,2.5989343839,1
2001.3,0.7086669922,0.4567917353,2.0941084547,-0.385398446,4.7816413291,7.1774770261,2.1840042392,2.3664984187,0.4772895225,2.712697237,3.7883312177,1.9719152162,0.7618048199,5.2053005544,7.6595086798,1.873663479,0.8811324678,0,2001.3,2.0312817388,1.579,8.1182,0.6801795674,119.3,1309.6,8.8818,10.66,1.6117,15.069867751,44.1826075693,7.1844230435,2.1421389087,182.2356362566,2120.7152223756,6.5121097301,2.4136315193,1
2001.4,0.6721687742,0.4653679008,2.1293620192,-0.3718393805,4.8812856221,7.1804506091,2.1985126363,2.3672017361,0.5171853577,2.7481471205,3.8237811013,2.0073650997,0.7972547034,5.2407504379,7.6949585633,1.9091133625,0.9165823513,0,2001.4,1.9584802193,1.5926,8.4095,0.6894649752,131.8,1313.5,9.0116,10.6675,1.6773,15.613674807,45.7769688567,7.4436781351,2.2194395375,188.811740738,2197.2427620163,6.7471039105,2.500729155,1
2002.1,0.6318639521,0.4659328549,2.1399485095,-0.3529078574,4.8918517581,7.1898467531,2.1756263389,2.3357780603,0.5205184957,2.7582921032,3.833926084,2.0175100825,0.8073996862,5.2508954207,7.7051035461,1.9192583453,0.9267273341,0,2002.1,1.8811136193,1.5935,8.499,0.7026419337,133.2,1325.9,8.8077,10.3375,1.6829,15.772881478,46.2437391021,7.5195784745,2.2420703137,190.7369818526,2219.6472061874,6.8159015489,2.5262281338,1
2002.2,0.5712835928,0.4178547058,2.0079186868,-0.4298324646,4.7828978738,7.0911595827,2.0080932197,2.2151190672,0.3887935738,2.6242944898,3.6999284706,1.883512469,0.6734020728,5.1168978072,7.5711059327,1.7852607319,0.7927297207,0,2002.2,1.7705382436,1.5187,7.4478,0.6506180872,119.45,1201.3,7.4491,9.1625,1.4752,13.794838353,40.4444112917,6.5765643191,1.9608971003,166.8170673993,1941.2860264468,5.9611340025,2.2094192997,1
